Time (s),Channel 1 (V),Channel 2 (V)
-0.002580206673151751,-0.2002316380888379,-0.1277960451003368
-0.002579576673151751,-0.1995447943610008,-0.1277960451003368
-0.002578946673151751,-0.1985145287692445,-0.1284777833006155
-0.002578316673151751,-0.1992013724970819,-0.1284777833006157
-0.002577686673151751,-0.1992013724970819,-0.1288186524007549
-0.002577056673151751,-0.1988579506331631,-0.1284777833006155
-0.002576426673151752,-0.1988579506331631,-0.1284777833006155
-0.002575796673151751,-0.1988579506331631,-0.1281369142004762
-0.002575166673151751,-0.1998882162249192,-0.1284777833006155
-0.002574536673151751,-0.2002316380888378,-0.1291595215008939
-0.002573906673151751,-0.1998882162249192,-0.1291595215008942
-0.002573276673151751,-0.1992013724970817,-0.1295003906010334
-0.002572646673151751,-0.1988579506331631,-0.1291595215008942
-0.002572016673151751,-0.1995447943610005,-0.1291595215008942
-0.002571386673151751,-0.199544794361001,-0.1295003906010339
-0.002570756673151751,-0.2005750599527566,-0.1301821288013123
-0.002570126673151751,-0.1998882162249192,-0.1298412597011729
-0.002569496673151751,-0.1998882162249192,-0.1295003906010337
-0.002568866673151751,-0.1995447943610005,-0.1291595215008942
-0.002568236673151751,-0.1995447943610004,-0.1295003906010337
-0.002567606673151751,-0.1992013724970819,-0.1298412597011729
-0.002566976673151751,-0.1995447943610005,-0.1298412597011729
-0.002566346673151751,-0.1995447943610004,-0.1298412597011729
-0.002565716673151751,-0.1992013724970819,-0.1298412597011729
-0.002565086673151751,-0.1988579506331631,-0.1298412597011729
-0.002564456673151751,-0.1995447943610002,-0.1301821288013121
-0.002563826673151751,-0.1992013724970819,-0.130863867001591
-0.002563196673151751,-0.1992013724970819,-0.1308638670015907
-0.002562566673151751,-0.1992013724970819,-0.1301821288013123
-0.002561936673151751,-0.1992013724970819,-0.130863867001591
-0.002561306673151751,-0.1988579506331631,-0.1305229979014515
-0.002560676673151751,-0.1988579506331631,-0.1301821288013123
-0.002560046673151751,-0.1995447943610005,-0.130863867001591
-0.002559416673151751,-0.199201372497082,-0.1312047361017302
-0.002558786673151751,-0.1992013724970819,-0.130863867001591
-0.002558156673151751,-0.1995447943610005,-0.1312047361017303
-0.002557526673151751,-0.1988579506331631,-0.130863867001591
-0.002556896673151751,-0.1985145287692445,-0.130863867001591
-0.002556266673151751,-0.1988579506331633,-0.1312047361017303
-0.002555636673151751,-0.1992013724970819,-0.1312047361017303
-0.002555006673151751,-0.1992013724970819,-0.1312047361017303
-0.002554376673151751,-0.1992013724970819,-0.1312047361017303
-0.002553746673151751,-0.1988579506331631,-0.1315456052018697
-0.002553116673151751,-0.1995447943610005,-0.1318864743020091
-0.002552486673151751,-0.1998882162249192,-0.1315456052018697
-0.002551856673151751,-0.1998882162249192,-0.1322273434021484
-0.002551226673151751,-0.199888216224919,-0.1322273434021486
-0.002550596673151751,-0.1995447943610005,-0.1325682125022878
-0.002549966673151751,-0.1995447943610005,-0.1322273434021484
-0.002549336673151751,-0.1995447943610005,-0.1322273434021484
-0.002548706673151751,-0.1992013724970819,-0.1315456052018697
-0.002548076673151751,-0.1988579506331631,-0.1312047361017303
-0.002547446673151751,-0.1992013724970817,-0.1318864743020088
-0.002546816673151751,-0.1988579506331631,-0.1318864743020091
-0.002546186673151751,-0.1998882162249189,-0.1325682125022878
-0.002545556673151751,-0.1992013724970819,-0.1325682125022878
-0.002544926673151751,-0.1998882162249192,-0.1325682125022878
-0.002544296673151751,-0.1998882162249192,-0.1325682125022878
-0.002543666673151751,-0.1995447943610005,-0.1325682125022878
-0.002543036673151751,-0.1995447943610005,-0.1318864743020091
-0.002542406673151751,-0.199888216224919,-0.1322273434021483
-0.002541776673151751,-0.1992013724970819,-0.1322273434021484
-0.002541146673151751,-0.1992013724970819,-0.1325682125022875
-0.002540516673151751,-0.1992013724970819,-0.1318864743020091
-0.002539886673151751,-0.1992013724970819,-0.1322273434021484
-0.002539256673151752,-0.1995447943610004,-0.133249950702566
-0.002538626673151751,-0.1998882162249192,-0.1332499507025665
-0.002537996673151751,-0.1992013724970819,-0.1332499507025665
-0.002537366673151751,-0.1988579506331633,-0.1329090816024273
-0.002536736673151751,-0.1995447943610005,-0.1332499507025665
-0.002536106673151751,-0.1998882162249187,-0.1335908198027057
-0.002535476673151751,-0.1988579506331631,-0.1332499507025665
-0.002534846673151751,-0.1995447943610005,-0.1335908198027058
-0.002534216673151751,-0.1995447943610002,-0.1335908198027058
-0.002533586673151751,-0.1988579506331631,-0.1335908198027058
-0.002532956673151751,-0.1988579506331631,-0.1335908198027058
-0.002532326673151751,-0.1985145287692446,-0.1332499507025667
-0.002531696673151751,-0.1995447943610005,-0.1332499507025665
-0.002531066673151751,-0.1995447943610007,-0.1339316889028455
-0.002530436673151751,-0.1998882162249192,-0.1346134271031239
-0.002529806673151751,-0.1992013724970819,-0.1342725580029845
-0.002529176673151751,-0.1988579506331634,-0.1342725580029844
-0.002528546673151751,-0.1995447943610005,-0.1339316889028452
-0.002527916673151751,-0.1998882162249192,-0.1342725580029845
-0.002527286673151751,-0.2002316380888378,-0.1339316889028453
-0.002526656673151751,-0.2005750599527566,-0.1342725580029845
-0.002526026673151751,-0.1992013724970819,-0.1346134271031239
-0.002525396673151751,-0.1995447943610005,-0.1346134271031239
-0.002524766673151751,-0.1992013724970819,-0.1342725580029845
-0.002524136673151751,-0.1988579506331636,-0.1346134271031239
-0.002523506673151751,-0.1998882162249192,-0.1346134271031239
-0.002522876673151751,-0.2002316380888379,-0.1349542962032633
-0.002522246673151751,-0.2005750599527564,-0.1352951653034025
-0.002521616673151751,-0.2002316380888379,-0.1349542962032633
-0.002520986673151751,-0.2002316380888379,-0.1349542962032633
-0.002520356673151751,-0.2002316380888379,-0.1349542962032633
-0.002519726673151751,-0.2002316380888379,-0.1349542962032633
-0.002519096673151751,-0.1998882162249192,-0.1346134271031237
-0.002518466673151751,-0.1998882162249192,-0.1342725580029845
-0.002517836673151751,-0.1995447943610005,-0.1349542962032633
-0.002517206673151751,-0.199888216224919,-0.1346134271031241
-0.002516576673151751,-0.1995447943610005,-0.1349542962032633
-0.002515946673151751,-0.1992013724970819,-0.1349542962032633
-0.002515316673151751,-0.2002316380888375,-0.1356360344035416
-0.002514686673151751,-0.1995447943610005,-0.1349542962032633
-0.002514056673151751,-0.1992013724970817,-0.1349542962032634
-0.002513426673151751,-0.1988579506331631,-0.1352951653034026
-0.002512796673151751,-0.1988579506331631,-0.1352951653034026
-0.002512166673151751,-0.1988579506331631,-0.1352951653034026
-0.002511536673151751,-0.2002316380888379,-0.1356360344035419
-0.002510906673151751,-0.1998882162249192,-0.1359769035036813
-0.002510276673151751,-0.1998882162249192,-0.1359769035036813
-0.002509646673151751,-0.1992013724970819,-0.1359769035036813
-0.002509016673151751,-0.1988579506331631,-0.1359769035036813
-0.002508386673151751,-0.1988579506331631,-0.1359769035036813
-0.002507756673151751,-0.1995447943610005,-0.1359769035036813
-0.002507126673151752,-0.1995447943610005,-0.1359769035036813
-0.002506496673151751,-0.1998882162249192,-0.1359769035036813
-0.002505866673151751,-0.1992013724970819,-0.1359769035036813
-0.002505236673151751,-0.1995447943610004,-0.1356360344035421
