time	V(vout)
Step Information: X=1  (Run: 1/5)
1.500010000000000e-03	-2.030523e-01
1.500029999999999e-03	-2.030271e-01
1.500060000000001e-03	-2.029082e-01
1.500100000000001e-03	-2.026240e-01
1.500104000000002e-03	-2.025716e-01
1.500112000000001e-03	-2.024570e-01
1.500128000000000e-03	-2.021904e-01
1.500154758141019e-03	-2.016716e-01
1.500183793773098e-03	-2.010397e-01
1.500221063471349e-03	-2.001715e-01
1.500274657842471e-03	-1.988890e-01
1.501024979038163e-03	-1.812527e-01
1.501882488976095e-03	-1.622145e-01
1.503597508851959e-03	-1.273934e-01
1.507027548603688e-03	-6.719217e-02
1.511569567273208e-03	-1.946323e-03
1.516189665498636e-03	4.998438e-02
1.520631463372734e-03	8.755735e-02
1.526886714241855e-03	1.260410e-01
1.533973523895622e-03	1.560797e-01
1.543090801816811e-03	1.804554e-01
1.553197907430037e-03	1.960717e-01
1.566037460374745e-03	2.061425e-01
1.581008539335019e-03	2.112160e-01
1.600916982624188e-03	2.133007e-01
1.620916982624187e-03	2.134315e-01
1.640916982624186e-03	2.128420e-01
1.660916982624185e-03	2.120621e-01
1.700916982624184e-03	2.103958e-01
1.750100000000001e-03	2.083372e-01
1.750110000000003e-03	2.083334e-01
1.750130000000003e-03	2.083083e-01
1.750160000000001e-03	2.081894e-01
1.750200000000000e-03	2.079051e-01
1.750204000000002e-03	2.078526e-01
1.750212000000001e-03	2.077380e-01
1.750228000000000e-03	2.074714e-01
1.750254839161382e-03	2.069508e-01
1.750283921109819e-03	2.063178e-01
1.750321323015783e-03	2.054463e-01
1.750375073593598e-03	2.041599e-01
1.751127581683005e-03	1.864732e-01
1.751987590928043e-03	1.673838e-01
1.753707609418113e-03	1.324775e-01
1.757147646398255e-03	7.214148e-02
1.761686641276430e-03	6.994835e-03
1.766307731642099e-03	-4.489690e-02
1.770747650341301e-03	-8.249010e-02
1.776828379995824e-03	-1.200566e-01
1.783849551087416e-03	-1.500985e-01
1.792777606329225e-03	-1.743962e-01
1.802797027286578e-03	-1.902807e-01
1.815366868426180e-03	-2.005291e-01
1.830131928159347e-03	-2.058194e-01
1.849528315061126e-03	-2.080638e-01
1.869528315061125e-03	-2.082978e-01
1.889528315061124e-03	-2.077586e-01
1.909528315061124e-03	-2.070069e-01
1.949528315061122e-03	-2.053835e-01
2.000000000000002e-03	-2.033219e-01
2.000010000000000e-03	-2.033181e-01
2.000030000000000e-03	-2.032929e-01
2.000059999999998e-03	-2.031740e-01
2.000099999999998e-03	-2.028898e-01
2.000103999999999e-03	-2.028373e-01
2.000111999999998e-03	-2.027228e-01
2.000127999999997e-03	-2.024562e-01
2.000154762224156e-03	-2.019373e-01
2.000183800190816e-03	-2.013054e-01
2.000221076550030e-03	-2.004369e-01
2.000274678791325e-03	-1.991543e-01
2.001025110169453e-03	-1.815154e-01
2.001882746030168e-03	-1.624747e-01
2.003598017751598e-03	-1.276493e-01
2.007028561194456e-03	-6.744125e-02
2.011570420507206e-03	-2.200482e-03
2.016190569286515e-03	4.972828e-02
2.020632271635660e-03	8.730220e-02
2.026878869837330e-03	1.257405e-01
2.033962423963576e-03	1.557794e-01
2.043070290831849e-03	1.801515e-01
2.053173015195614e-03	1.957809e-01
2.065999090924291e-03	2.058606e-01
2.080959835260195e-03	2.109448e-01
2.100842536918387e-03	2.130375e-01
2.120842536918386e-03	2.131733e-01
2.140842536918385e-03	2.125862e-01
2.160842536918384e-03	2.118077e-01
2.200842536918383e-03	2.101436e-01
2.250099999999998e-03	2.080844e-01
2.250109999999996e-03	2.080806e-01
2.250129999999996e-03	2.080555e-01
2.250159999999998e-03	2.079365e-01
2.250199999999997e-03	2.076523e-01
2.250203999999999e-03	2.075998e-01
2.250211999999998e-03	2.074852e-01
2.250227999999996e-03	2.072186e-01
2.250254835287804e-03	2.066981e-01
2.250283915022248e-03	2.060651e-01
2.250321310605530e-03	2.051937e-01
2.250375053713151e-03	2.039076e-01
2.251127457219844e-03	1.862232e-01
2.251987346941778e-03	1.671364e-01
2.253707126385649e-03	1.322341e-01
2.257146685273392e-03	7.190451e-02
2.261685818280190e-03	6.753205e-03
2.266306861725791e-03	-4.514042e-02
2.270746869507474e-03	-8.273260e-02
2.276836082257740e-03	-1.203438e-01
2.283860442938167e-03	-1.503856e-01
2.292797666786528e-03	-1.746873e-01
2.302821316583204e-03	-1.905586e-01
2.315404165018402e-03	-2.007985e-01
2.330179121315740e-03	-2.060782e-01
2.349600053673871e-03	-2.083149e-01
2.369600053673870e-03	-2.085437e-01
2.389600053673870e-03	-2.080020e-01
2.409600053673869e-03	-2.072490e-01
2.449600053673867e-03	-2.056236e-01
2.499999999999999e-03	-2.035624e-01
2.500010000000000e-03	-2.035586e-01
2.500030000000000e-03	-2.035334e-01
2.500059999999998e-03	-2.034145e-01
2.500099999999998e-03	-2.031303e-01
2.500104000000000e-03	-2.030779e-01
2.500111999999999e-03	-2.029633e-01
2.500127999999997e-03	-2.026967e-01
2.500154765918240e-03	-2.021777e-01
2.500183805996994e-03	-2.015457e-01
2.500221088382656e-03	-2.006772e-01
2.500274697744411e-03	-1.993943e-01
2.501025228809000e-03	-1.817531e-01
2.501882978597103e-03	-1.627101e-01
2.503598478173306e-03	-1.278808e-01
2.507029477325715e-03	-6.766661e-02
2.511571193121776e-03	-2.430447e-03
2.516191387586134e-03	4.949655e-02
2.520633003589491e-03	8.707135e-02
2.526871760874683e-03	1.254686e-01
2.533952365020638e-03	1.555077e-01
2.543051706379463e-03	1.798764e-01
2.553150463571057e-03	1.955179e-01
2.565964335943933e-03	2.056056e-01
2.580915726086836e-03	2.106994e-01
2.600775133268438e-03	2.127993e-01
2.620775133268437e-03	2.129396e-01
2.640775133268436e-03	2.123548e-01
2.660775133268435e-03	2.115776e-01
2.700775133268433e-03	2.099154e-01
2.750099999999998e-03	2.078556e-01
2.750109999999997e-03	2.078518e-01
2.750129999999996e-03	2.078267e-01
2.750159999999998e-03	2.077078e-01
2.750199999999998e-03	2.074235e-01
2.750203999999999e-03	2.073710e-01
2.750211999999998e-03	2.072565e-01
2.750227999999997e-03	2.069898e-01
2.750254831782321e-03	2.064694e-01
2.750283909513110e-03	2.058365e-01
2.750321299374862e-03	2.049652e-01
2.750375035722296e-03	2.036792e-01
2.751127344586362e-03	1.859971e-01
2.751987126145296e-03	1.669124e-01
2.753706689263162e-03	1.320139e-01
2.757145815498893e-03	7.169009e-02
2.761685074045953e-03	6.534562e-03
2.766306074986926e-03	-4.536076e-02
2.770746163450178e-03	-8.295201e-02
2.776843040623478e-03	-1.206037e-01
2.783870283143978e-03	-1.506454e-01
2.792815793340012e-03	-1.749506e-01
2.802843266802472e-03	-1.908101e-01
2.815437876255423e-03	-2.010422e-01
2.830221784329567e-03	-2.063123e-01
2.849664923353756e-03	-2.085420e-01
2.869664923353756e-03	-2.087662e-01
2.889664923353755e-03	-2.082223e-01
2.909664923353754e-03	-2.074680e-01
2.949664923353752e-03	-2.058407e-01
2.999999999999999e-03	-2.037800e-01
3.000010000000001e-03	-2.037762e-01
3.000030000000001e-03	-2.037511e-01
3.000059999999999e-03	-2.036322e-01
3.000099999999999e-03	-2.033479e-01
3.000104000000000e-03	-2.032955e-01
3.000111999999999e-03	-2.031809e-01
3.000127999999998e-03	-2.029143e-01
3.000154769260376e-03	-2.023952e-01
3.000183811249970e-03	-2.017632e-01
3.000221099088062e-03	-2.008945e-01
3.000274714892052e-03	-1.996115e-01
3.001025336147906e-03	-1.819683e-01
3.001883189011741e-03	-1.629231e-01
3.003598894739411e-03	-1.280903e-01
3.007030306194747e-03	-6.787053e-02
3.011571892681829e-03	-2.638523e-03
3.016192128436419e-03	4.928688e-02
3.020633666383259e-03	8.686248e-02
3.026865319332408e-03	1.252225e-01
3.033943250724692e-03	1.552617e-01
3.043034869638278e-03	1.796274e-01
3.053130034840548e-03	1.952797e-01
3.065932858039081e-03	2.053747e-01
3.080875781660070e-03	2.104773e-01
3.100714109063048e-03	2.125837e-01
3.120714109063047e-03	2.127282e-01
3.140714109063046e-03	2.121454e-01
3.160714109063045e-03	2.113693e-01
3.200714109063044e-03	2.097089e-01
3.250099999999999e-03	2.076486e-01
3.250108483090271e-03	2.076464e-01
3.250125449270815e-03	2.076271e-01
3.250159381631902e-03	2.074994e-01
3.250199999999998e-03	2.072189e-01
3.250204061836810e-03	2.071657e-01
3.250212185510429e-03	2.070493e-01
3.250228432857667e-03	2.067782e-01
3.250255178056088e-03	2.062587e-01
3.250284401993757e-03	2.056220e-01
3.250321800512213e-03	2.047501e-01
3.250376175989802e-03	2.034486e-01
3.251137432676063e-03	1.855630e-01
3.252007440317502e-03	1.662719e-01
3.253747455600382e-03	1.310319e-01
3.257227486166140e-03	7.018255e-02
3.261770354752069e-03	5.245423e-03
3.266393608055043e-03	-4.642120e-02
3.270826960445620e-03	-8.375252e-02
3.276972169671190e-03	-1.214684e-01
3.284011203510597e-03	-1.513382e-01
3.293009538447862e-03	-1.755543e-01
3.303053358037621e-03	-1.912582e-01
3.315720893718867e-03	-2.013982e-01
3.330549548857052e-03	-2.065853e-01
3.350127103511492e-03	-2.087644e-01
3.370127103511492e-03	-2.089615e-01
3.390127103511491e-03	-2.084076e-01
3.410127103511490e-03	-2.076502e-01
3.450127103511488e-03	-2.060207e-01
3.500000000000000e-03	-2.039769e-01
3.500004152364046e-03	-2.039766e-01
3.500012457092139e-03	-2.039745e-01
3.500029066548328e-03	-2.039567e-01
3.500056697731558e-03	-2.038861e-01
3.500070629588570e-03	-2.038260e-01
3.500072136285975e-03	-2.038170e-01
3.500081176470410e-03	-2.037483e-01
3.500099999999999e-03	-2.035593e-01
3.500103616073773e-03	-2.035135e-01
3.500108437505471e-03	-2.034473e-01
3.500118080368868e-03	-2.032981e-01
3.500137366095661e-03	-2.029508e-01
3.500169092376017e-03	-2.022980e-01
3.500198895344222e-03	-2.016251e-01
3.500244563101523e-03	-2.005424e-01
3.500312735318093e-03	-1.989044e-01
3.501267146350066e-03	-1.766857e-01
3.502357901815176e-03	-1.530681e-01
3.504539412745394e-03	-1.108543e-01
3.508902434605835e-03	-3.961600e-02
3.513521890830155e-03	2.072516e-02
3.518177694140499e-03	6.713118e-02
3.523180402772549e-03	1.040779e-01
3.529943211908762e-03	1.395818e-01
3.537711170106594e-03	1.667497e-01
3.547404541437562e-03	1.873347e-01
3.558422799733677e-03	2.002217e-01
3.572284008749663e-03	2.079392e-01
3.588927938851388e-03	2.115549e-01
3.608927938851387e-03	2.125964e-01
3.628927938851386e-03	2.123368e-01
3.648927938851385e-03	2.116458e-01
3.668927938851384e-03	2.108426e-01
3.750099999999999e-03	2.074614e-01
3.750109999999997e-03	2.074576e-01
3.750129999999997e-03	2.074324e-01
3.750159999999999e-03	2.073135e-01
3.750199999999999e-03	2.070292e-01
3.750204000000000e-03	2.069768e-01
3.750211999999999e-03	2.068622e-01
3.750227999999998e-03	2.065956e-01
3.750254825739558e-03	2.060753e-01
3.750283900016353e-03	2.054425e-01
3.750321280016015e-03	2.045714e-01
3.750375004710552e-03	2.032857e-01
3.751127150434068e-03	1.856073e-01
3.751986745546661e-03	1.665265e-01
3.753705935771845e-03	1.316343e-01
3.757144316222216e-03	7.132056e-02
3.761683792380902e-03	6.157732e-03
3.766304719955628e-03	-4.574052e-02
3.770744947641791e-03	-8.333019e-02
3.776855008888351e-03	-1.210513e-01
3.783887208805785e-03	-1.510928e-01
3.792846978590197e-03	-1.754042e-01
3.802881035907566e-03	-1.912434e-01
3.815495896271427e-03	-2.014621e-01
3.830295225758337e-03	-2.067157e-01
3.849776630657886e-03	-2.089334e-01
3.869776630657885e-03	-2.091497e-01
3.889776630657885e-03	-2.086019e-01
3.909776630657884e-03	-2.078455e-01
3.949776630657882e-03	-2.062150e-01
4.000000000000000e-03	-2.041551e-01
4.000010000000002e-03	-2.041512e-01
4.000030000000002e-03	-2.041261e-01
4.000060000000000e-03	-2.040072e-01
4.000099999999999e-03	-2.037230e-01
4.000104000000001e-03	-2.036705e-01
4.000112000000000e-03	-2.035559e-01
4.000127999999999e-03	-2.032894e-01
4.000154775019544e-03	-2.027701e-01
4.000183820301827e-03	-2.021381e-01
4.000221117535851e-03	-2.012691e-01
4.000274744441444e-03	-1.999858e-01
4.001025521119750e-03	-1.823390e-01
4.001883551609242e-03	-1.632902e-01
4.003599612588227e-03	-1.284513e-01
4.007031734546192e-03	-6.822200e-02
4.011573099393376e-03	-2.997124e-03
4.016193406205442e-03	4.892553e-02
4.020634809784807e-03	8.650251e-02
4.026854197162377e-03	1.247983e-01
4.033927514294957e-03	1.548377e-01
4.043005805342819e-03	1.791981e-01
4.053094774612839e-03	1.948692e-01
4.065878538936352e-03	2.049768e-01
4.080806865156522e-03	2.100945e-01
4.100608857496361e-03	2.122121e-01
4.120608857496360e-03	2.123637e-01
4.140608857496359e-03	2.117844e-01
4.160608857496358e-03	2.110104e-01
4.200608857496357e-03	2.093530e-01
4.250100000000000e-03	2.072919e-01
4.250109999999998e-03	2.072881e-01
4.250129999999998e-03	2.072629e-01
4.250159999999999e-03	2.071440e-01
4.250199999999999e-03	2.068598e-01
4.250204000000000e-03	2.068073e-01
4.250212000000000e-03	2.066927e-01
4.250227999999998e-03	2.064261e-01
4.250254823143718e-03	2.059059e-01
4.250283895936985e-03	2.052731e-01
4.250321271695993e-03	2.044022e-01
4.250374991385423e-03	2.031166e-01
4.251127067037435e-03	1.854398e-01
4.251986582068303e-03	1.663606e-01
4.253705612130038e-03	1.314711e-01
4.257143672253511e-03	7.116171e-02
4.261683242467014e-03	5.995740e-03
4.266304138480073e-03	-4.590377e-02
4.270744426027005e-03	-8.349277e-02
4.276860144958716e-03	-1.212437e-01
4.283894472260765e-03	-1.512851e-01
4.292860363479842e-03	-1.755991e-01
4.302897248597212e-03	-1.914295e-01
4.315520806996934e-03	-2.016426e-01
4.330326763068697e-03	-2.068891e-01
4.349824614890887e-03	-2.091016e-01
4.369824614890886e-03	-2.093145e-01
4.389824614890885e-03	-2.087650e-01
4.409824614890884e-03	-2.080077e-01
4.449824614890883e-03	-2.063759e-01
4.500000000000001e-03	-2.043163e-01
4.500010000000002e-03	-2.043125e-01
4.500030000000002e-03	-2.042873e-01
4.500060000000000e-03	-2.041684e-01
4.500100000000000e-03	-2.038842e-01
4.500104000000001e-03	-2.038317e-01
4.500112000000001e-03	-2.037171e-01
4.500127999999999e-03	-2.034506e-01
4.500154777494748e-03	-2.029313e-01
4.500183824192157e-03	-2.022992e-01
4.500221125464530e-03	-2.014301e-01
4.500274757141560e-03	-2.001467e-01
4.501025600619997e-03	-1.824984e-01
4.501883707452494e-03	-1.634480e-01
4.503599921117492e-03	-1.286065e-01
4.507032348447484e-03	-6.837308e-02
4.511573618495912e-03	-3.151261e-03
4.516193955811067e-03	4.877021e-02
4.520635301695324e-03	8.634778e-02
4.526849408384655e-03	1.246159e-01
4.533920739028578e-03	1.546554e-01
4.542993293938501e-03	1.790136e-01
4.553079597864190e-03	1.946927e-01
4.565855163575279e-03	2.048056e-01
4.580777212970080e-03	2.099299e-01
4.600563584970432e-03	2.120524e-01
4.620563584970431e-03	2.122071e-01
4.640563584970430e-03	2.116293e-01
4.660563584970429e-03	2.108561e-01
4.700563584970428e-03	2.092000e-01
4.750100000000000e-03	2.071385e-01
4.750109999999998e-03	2.071347e-01
4.750129999999998e-03	2.071096e-01
4.750160000000000e-03	2.069907e-01
4.750200000000000e-03	2.067064e-01
4.750204000000001e-03	2.066539e-01
4.750212000000000e-03	2.065393e-01
4.750227999999999e-03	2.062728e-01
4.750254820792995e-03	2.057526e-01
4.750283892242579e-03	2.051198e-01
4.750321264165056e-03	2.042490e-01
4.750374979321577e-03	2.029635e-01
4.751126991512842e-03	1.852882e-01
4.751986434017148e-03	1.662105e-01
4.753705319025761e-03	1.313235e-01
4.757143089042983e-03	7.101797e-02
4.761682744592481e-03	5.849167e-03
4.766303612010407e-03	-4.605148e-02
4.770743953797014e-03	-8.363987e-02
4.776864786679293e-03	-1.214178e-01
4.783901036985019e-03	-1.514591e-01
4.792872462472831e-03	-1.757754e-01
4.802911904975411e-03	-1.915979e-01
4.815543329505626e-03	-2.018058e-01
4.830355279973116e-03	-2.070460e-01
4.849868011528966e-03	-2.092537e-01
4.869868011528965e-03	-2.094636e-01
4.889868011528964e-03	-2.089127e-01
4.909868011528963e-03	-2.081546e-01
4.949868011528961e-03	-2.065214e-01
4.999900000000002e-03	-2.044662e-01
5.000000000000001e-03	-2.044621e-01
Step Information: X=3  (Run: 3/5)
0.000000000000000e+00	-1.413901e-01
9.191526647439607e-09	-1.413885e-01
2.757457994231882e-08	-1.413759e-01
6.434068653554670e-08	-1.413010e-01
9.999999999940612e-08	-1.411675e-01
1.035659313447512e-07	-1.411474e-01
1.106977940389109e-07	-1.410964e-01
1.249615194237608e-07	-1.409777e-01
1.534889701934605e-07	-1.407004e-01
1.809296274156436e-07	-1.403995e-01
2.188749060223760e-07	-1.399513e-01
2.674675997869913e-07	-1.393604e-01
1.725248412760144e-06	-1.220966e-01
3.280214613265997e-06	-1.050548e-01
6.390147014274233e-06	-7.470976e-02
1.261001181629418e-05	-2.392665e-02
1.950159114688654e-05	2.069099e-02
2.588100645711799e-05	5.181596e-02
3.327899715647661e-05	7.820618e-02
4.262992272078062e-05	1.016777e-01
5.390833777341522e-05	1.202311e-01
6.735870317684314e-05	1.334544e-01
8.328484846452031e-05	1.418264e-01
1.026987410924877e-04	1.465841e-01
1.226987410924869e-04	1.484674e-01
1.426987410924861e-04	1.488960e-01
1.626987410924853e-04	1.487178e-01
1.826987410924845e-04	1.482937e-01
2.026987410924837e-04	1.477708e-01
2.301000000000004e-04	1.469984e-01
2.500999999999996e-04	1.464183e-01
2.501100000000013e-04	1.464163e-01
2.501300000000012e-04	1.464034e-01
2.501599999999993e-04	1.463428e-01
2.501999999999990e-04	1.461982e-01
2.502040000000004e-04	1.461716e-01
2.502119999999997e-04	1.461134e-01
2.502279999999982e-04	1.459779e-01
2.502548525555315e-04	1.457132e-01
2.502839421988333e-04	1.453914e-01
2.503213653959717e-04	1.449480e-01
2.503751426505725e-04	1.442931e-01
2.519884602886248e-04	1.252694e-01
2.537093324358787e-04	1.066417e-01
2.571510767303900e-04	7.385708e-02
2.640345653194126e-04	1.951103e-02
2.706269175869087e-04	-2.141637e-02
2.770365754536583e-04	-5.122534e-02
2.843758783220539e-04	-7.625695e-02
2.939262195209534e-04	-9.913889e-02
3.051648522289369e-04	-1.167489e-01
3.188142225778942e-04	-1.294667e-01
3.347115780325989e-04	-1.373628e-01
3.544047334519164e-04	-1.418838e-01
3.744047334519156e-04	-1.436327e-01
3.944047334519148e-04	-1.440104e-01
4.144047334519139e-04	-1.438231e-01
4.344047334519131e-04	-1.434069e-01
4.544047334519123e-04	-1.428988e-01
4.800000000000013e-04	-1.422010e-01
5.000000000000004e-04	-1.416402e-01
5.000099999999986e-04	-1.416381e-01
5.000299999999985e-04	-1.416252e-01
5.000600000000001e-04	-1.415647e-01
5.000999999999999e-04	-1.414201e-01
5.001040000000012e-04	-1.413935e-01
5.001120000000005e-04	-1.413353e-01
5.001279999999990e-04	-1.411998e-01
5.001547477759688e-04	-1.409363e-01
5.001837775174128e-04	-1.406153e-01
5.002210298077903e-04	-1.401741e-01
5.002746051578563e-04	-1.395217e-01
5.018818656598763e-04	-1.205676e-01
5.035962768620283e-04	-1.020023e-01
5.070250992663360e-04	-6.931309e-02
5.138827440749512e-04	-1.500833e-02
5.202708232470571e-04	2.486512e-02
5.266946975613675e-04	5.492653e-02
5.342235788986203e-04	8.075470e-02
5.439190476495652e-04	1.040030e-01
5.553421666127344e-04	1.217835e-01
5.691469125903917e-04	1.344586e-01
5.853111972568444e-04	1.422855e-01
6.053082258099911e-04	1.466997e-01
6.253082258099903e-04	1.483388e-01
6.453082258099894e-04	1.486533e-01
6.653082258099886e-04	1.484295e-01
6.853082258099878e-04	1.479875e-01
7.053082258099870e-04	1.474581e-01
7.301000000000009e-04	1.467587e-01
7.501000000000001e-04	1.461796e-01
7.501100000000017e-04	1.461776e-01
7.501300000000016e-04	1.461647e-01
7.501599999999997e-04	1.461041e-01
7.501999999999995e-04	1.459595e-01
7.502040000000008e-04	1.459329e-01
7.502120000000001e-04	1.458746e-01
7.502279999999986e-04	1.457392e-01
7.502548473279948e-04	1.454745e-01
7.502839339834019e-04	1.451528e-01
7.503213486509605e-04	1.447095e-01
7.503751158291910e-04	1.440547e-01
7.519881311761033e-04	1.250345e-01
7.537086808794766e-04	1.064099e-01
7.571497802862197e-04	7.363002e-02
7.640319790997094e-04	1.928608e-02
7.706142974954443e-04	-2.158989e-02
7.770246334532042e-04	-5.141104e-02
7.843738398441574e-04	-7.648335e-02
7.939314827511770e-04	-9.938317e-02
8.051797827640338e-04	-1.170018e-01
8.188369755846685e-04	-1.297171e-01
8.347481974696411e-04	-1.376096e-01
8.544566919893200e-04	-1.421249e-01
8.744566919893192e-04	-1.438681e-01
8.944566919893183e-04	-1.442425e-01
9.144566919893175e-04	-1.440533e-01
9.344566919893167e-04	-1.436358e-01
9.544566919893159e-04	-1.431266e-01
9.800000000000017e-04	-1.424290e-01
1.000000000000001e-03	-1.418673e-01
1.000009999999999e-03	-1.418653e-01
1.000029999999999e-03	-1.418524e-01
1.000060000000001e-03	-1.417918e-01
1.000100000000000e-03	-1.416473e-01
1.000104000000002e-03	-1.416206e-01
1.000112000000001e-03	-1.415624e-01
1.000127999999999e-03	-1.414270e-01
1.000154752763903e-03	-1.411634e-01
1.000183785357323e-03	-1.408423e-01
1.000221045784316e-03	-1.404010e-01
1.000274630742291e-03	-1.397485e-01
1.001882179481533e-03	-1.207911e-01
1.003596898136727e-03	-1.022229e-01
1.007026335447116e-03	-6.952910e-02
1.013885210067893e-03	-1.522244e-02
1.020283170842535e-03	2.470233e-02
1.026706337137064e-03	5.475130e-02
1.034226611973107e-03	8.054243e-02
1.043915222327732e-03	1.037729e-01
1.055329996228985e-03	1.215454e-01
1.069127407332487e-03	1.342222e-01
1.085279505733339e-03	1.420521e-01
1.105262231941434e-03	1.464712e-01
1.125262231941433e-03	1.481152e-01
1.145262231941432e-03	1.484327e-01
1.165262231941432e-03	1.482105e-01
1.185262231941431e-03	1.477698e-01
1.205262231941430e-03	1.472414e-01
1.230100000000001e-03	1.465418e-01
1.250100000000001e-03	1.459635e-01
1.250110000000002e-03	1.459615e-01
1.250130000000002e-03	1.459486e-01
1.250160000000000e-03	1.458880e-01
1.250200000000000e-03	1.457434e-01
1.250204000000001e-03	1.457168e-01
1.250212000000001e-03	1.456586e-01
1.250227999999999e-03	1.455231e-01
1.250254842597130e-03	1.452585e-01
1.250283926548464e-03	1.449368e-01
1.250321333497090e-03	1.444936e-01
1.250375091556601e-03	1.438389e-01
1.251987833341892e-03	1.248218e-01
1.253708091246201e-03	1.062001e-01
1.257148607054823e-03	7.342453e-02
1.264029638672063e-03	1.908251e-02
1.270602861567664e-03	-2.174681e-02
1.277013813973771e-03	-5.157901e-02
1.284371943055349e-03	-7.668806e-02
1.293936188556426e-03	-9.960410e-02
1.305193196037543e-03	-1.172306e-01
1.318857462170961e-03	-1.299436e-01
1.334781184536511e-03	-1.378328e-01
1.354503545853966e-03	-1.423431e-01
1.374503545853965e-03	-1.440810e-01
1.394503545853965e-03	-1.444525e-01
1.414503545853964e-03	-1.442616e-01
1.434503545853963e-03	-1.438429e-01
1.454503545853962e-03	-1.433328e-01
1.480000000000002e-03	-1.426354e-01
1.500000000000001e-03	-1.420728e-01
1.500005386930261e-03	-1.420725e-01
1.500016160790780e-03	-1.420701e-01
1.500037708511814e-03	-1.420557e-01
1.500056904557932e-03	-1.420310e-01
1.500061607907766e-03	-1.420209e-01
1.500071014607435e-03	-1.419929e-01
1.500081186600662e-03	-1.419523e-01
1.500100000000001e-03	-1.418596e-01
1.500101881339935e-03	-1.418476e-01
1.500105644019804e-03	-1.418223e-01
1.500113169379539e-03	-1.417664e-01
1.500128220099008e-03	-1.416365e-01
1.500158321537950e-03	-1.413360e-01
1.500185854595035e-03	-1.410292e-01
1.500226790509439e-03	-1.405417e-01
1.500279270481662e-03	-1.399019e-01
1.501853669648317e-03	-1.213220e-01
1.503533028759413e-03	-1.030928e-01
1.506891746981605e-03	-7.091632e-02
1.513609183425989e-03	-1.738432e-02
1.520124822525289e-03	2.359071e-02
1.526537952630198e-03	5.386195e-02
1.534018124928285e-03	7.973306e-02
1.543623097335665e-03	1.029990e-01
1.554994449591722e-03	1.209310e-01
1.568705082671498e-03	1.337324e-01
1.584787941425119e-03	1.416848e-01
1.604624033936401e-03	1.461853e-01
1.624624033936400e-03	1.478880e-01
1.644624033936400e-03	1.482334e-01
1.664624033936399e-03	1.480230e-01
1.684624033936398e-03	1.475875e-01
1.704624033936397e-03	1.470616e-01
1.730100000000002e-03	1.463455e-01
1.750100000000001e-03	1.457680e-01
1.750110000000003e-03	1.457660e-01
1.750130000000003e-03	1.457531e-01
1.750160000000001e-03	1.456925e-01
1.750200000000000e-03	1.455479e-01
1.750204000000002e-03	1.455213e-01
1.750212000000001e-03	1.454630e-01
1.750228000000000e-03	1.453276e-01
1.750254838317224e-03	1.450631e-01
1.750283919822321e-03	1.447414e-01
1.750321319785957e-03	1.442983e-01
1.750375069596480e-03	1.436437e-01
1.751987563912105e-03	1.246295e-01
1.753707557848771e-03	1.060103e-01
1.757147545722107e-03	7.323859e-02
1.764027521468779e-03	1.889831e-02
1.770592502135414e-03	-2.188870e-02
1.777004014620252e-03	-5.173093e-02
1.784370184578433e-03	-7.687315e-02
1.793940400017745e-03	-9.980390e-02
1.805205252433616e-03	-1.174375e-01
1.818875913929693e-03	-1.301484e-01
1.834810907370855e-03	-1.380347e-01
1.854545803644202e-03	-1.425404e-01
1.874545803644202e-03	-1.442737e-01
1.894545803644201e-03	-1.446425e-01
1.914545803644200e-03	-1.444501e-01
1.934545803644199e-03	-1.440303e-01
1.954545803644198e-03	-1.435193e-01
1.980000000000003e-03	-1.428221e-01
2.000000000000002e-03	-1.422588e-01
2.000010000000000e-03	-1.422568e-01
2.000030000000000e-03	-1.422439e-01
2.000059999999998e-03	-1.421833e-01
2.000099999999998e-03	-1.420388e-01
2.000103999999999e-03	-1.420121e-01
2.000111999999998e-03	-1.419539e-01
2.000127999999997e-03	-1.418185e-01
2.000154761363004e-03	-1.415548e-01
2.000183798873630e-03	-1.412337e-01
2.000221073319160e-03	-1.407921e-01
2.000274674843053e-03	-1.401395e-01
2.001882720559831e-03	-1.211763e-01
2.003597969324391e-03	-1.026030e-01
2.007028466853512e-03	-6.990137e-02
2.013889461911757e-03	-1.559142e-02
2.020304411464051e-03	2.442150e-02
2.026726365428905e-03	5.444914e-02
2.034231713219415e-03	8.017623e-02
2.043908495760968e-03	1.033761e-01
2.055308788260532e-03	1.211348e-01
2.069093547326938e-03	1.338144e-01
2.085224525452831e-03	1.416499e-01
2.105182570140328e-03	1.460772e-01
2.125182570140327e-03	1.477299e-01
2.145182570140326e-03	1.480524e-01
2.165182570140325e-03	1.478331e-01
2.185182570140325e-03	1.473945e-01
2.205182570140324e-03	1.468678e-01
2.230099999999999e-03	1.461679e-01
2.250099999999998e-03	1.455911e-01
2.250109999999996e-03	1.455891e-01
2.250129999999996e-03	1.455762e-01
2.250159999999998e-03	1.455156e-01
2.250199999999997e-03	1.453711e-01
2.250203999999999e-03	1.453444e-01
2.250211999999998e-03	1.452862e-01
2.250227999999996e-03	1.451507e-01
2.250254834440100e-03	1.448862e-01
2.250283913728682e-03	1.445646e-01
2.250321307372332e-03	1.441215e-01
2.250375049709371e-03	1.434671e-01
2.251987319820573e-03	1.244554e-01
2.253707074605857e-03	1.058385e-01
2.257146584176421e-03	7.307037e-02
