time	V(vout)	V(n002)
Step Information: X=1  (Run: 1/5)
3.761683792380902e-03	6.157732e-03	3.043866e-01
3.766304719955628e-03	-4.574052e-02	3.041050e-01
3.770744947641791e-03	-8.333019e-02	3.038347e-01
3.776855008888351e-03	-1.210513e-01	3.034634e-01
3.783887208805785e-03	-1.510928e-01	3.030367e-01
3.792846978590197e-03	-1.754042e-01	3.024940e-01
3.802881035907566e-03	-1.912434e-01	3.018876e-01
3.815495896271427e-03	-2.014621e-01	3.011270e-01
3.830295225758337e-03	-2.067157e-01	3.002372e-01
3.849776630657886e-03	-2.089334e-01	2.990700e-01
3.869776630657885e-03	-2.091497e-01	2.978761e-01
3.889776630657885e-03	-2.086019e-01	2.966870e-01
3.909776630657884e-03	-2.078455e-01	2.955026e-01
3.949776630657882e-03	-2.062150e-01	2.931480e-01
4.000000000000000e-03	-2.041551e-01	2.902167e-01
4.000010000000002e-03	-2.041512e-01	2.661555e-01
4.000030000000002e-03	-2.041261e-01	1.947133e-01
4.000060000000000e-03	-2.040072e-01	4.823554e-02
4.000099999999999e-03	-2.037230e-01	-1.756560e-01
4.000104000000001e-03	-2.036705e-01	-1.955838e-01
4.000112000000000e-03	-2.035559e-01	-2.278539e-01
4.000127999999999e-03	-2.032894e-01	-2.677363e-01
4.000154775019544e-03	-2.027701e-01	-2.977380e-01
4.000183820301827e-03	-2.021381e-01	-3.075616e-01
4.000221117535851e-03	-2.012691e-01	-3.095049e-01
4.000274744441444e-03	-1.999858e-01	-3.097724e-01
4.001025521119750e-03	-1.823390e-01	-3.097306e-01
4.001883551609242e-03	-1.632902e-01	-3.096773e-01
4.003599612588227e-03	-1.284513e-01	-3.095708e-01
4.007031734546192e-03	-6.822200e-02	-3.093579e-01
4.011573099393376e-03	-2.997124e-03	-3.090765e-01
4.016193406205442e-03	4.892553e-02	-3.087906e-01
4.020634809784807e-03	8.650251e-02	-3.085161e-01
4.026854197162377e-03	1.247983e-01	-3.081323e-01
4.033927514294957e-03	1.548377e-01	-3.076965e-01
4.043005805342819e-03	1.791981e-01	-3.071382e-01
4.053094774612839e-03	1.948692e-01	-3.065191e-01
4.065878538936352e-03	2.049768e-01	-3.057365e-01
4.080806865156522e-03	2.100945e-01	-3.048253e-01
4.100608857496361e-03	2.122121e-01	-3.036207e-01
4.120608857496360e-03	2.123637e-01	-3.024087e-01
4.140608857496359e-03	2.117844e-01	-3.012015e-01
4.160608857496358e-03	2.110104e-01	-2.999991e-01
4.200608857496357e-03	2.093530e-01	-2.976086e-01
4.250100000000000e-03	2.072919e-01	-2.946764e-01
4.250109999999998e-03	2.072881e-01	-2.706153e-01
4.250129999999998e-03	2.072629e-01	-1.991736e-01
4.250159999999999e-03	2.071440e-01	-5.269539e-02
4.250199999999999e-03	2.068598e-01	1.711982e-01
4.250204000000000e-03	2.068073e-01	1.911263e-01
4.250212000000000e-03	2.066927e-01	2.233967e-01
4.250227999999998e-03	2.064261e-01	2.632694e-01
4.250254823143718e-03	2.059059e-01	2.932995e-01
4.250283895936985e-03	2.052731e-01	3.031139e-01
4.250321271695993e-03	2.044022e-01	3.050486e-01
4.250374991385423e-03	2.031166e-01	3.053138e-01
4.251127067037435e-03	1.854398e-01	3.052723e-01
4.251986582068303e-03	1.663606e-01	3.052196e-01
4.253705612130038e-03	1.314711e-01	3.051145e-01
4.257143672253511e-03	7.116171e-02	3.049043e-01
4.261683242467014e-03	5.995740e-03	3.046270e-01
4.266304138480073e-03	-4.590377e-02	3.043452e-01
4.270744426027005e-03	-8.349277e-02	3.040747e-01
4.276860144958716e-03	-1.212437e-01	3.037027e-01
4.283894472260765e-03	-1.512851e-01	3.032756e-01
4.292860363479842e-03	-1.755991e-01	3.027321e-01
4.302897248597212e-03	-1.914295e-01	3.021250e-01
4.315520806996934e-03	-2.016426e-01	3.013633e-01
4.330326763068697e-03	-2.068891e-01	3.004724e-01
4.349824614890887e-03	-2.091016e-01	2.993033e-01
4.369824614890886e-03	-2.093145e-01	2.981085e-01
4.389824614890885e-03	-2.087650e-01	2.969184e-01
4.409824614890884e-03	-2.080077e-01	2.957331e-01
4.449824614890883e-03	-2.063759e-01	2.933767e-01
4.500000000000001e-03	-2.043163e-01	2.904459e-01
4.500010000000002e-03	-2.043125e-01	2.663847e-01
4.500030000000002e-03	-2.042873e-01	1.949426e-01
4.500060000000000e-03	-2.041684e-01	4.846476e-02
4.500100000000000e-03	-2.038842e-01	-1.754269e-01
4.500104000000001e-03	-2.038317e-01	-1.953547e-01
4.500112000000001e-03	-2.037171e-01	-2.276248e-01
4.500127999999999e-03	-2.034506e-01	-2.675067e-01
4.500154777494748e-03	-2.029313e-01	-2.975099e-01
4.500183824192157e-03	-2.022992e-01	-3.073330e-01
4.500221125464530e-03	-2.014301e-01	-3.092759e-01
4.500274757141560e-03	-2.001467e-01	-3.095433e-01
4.501025600619997e-03	-1.824984e-01	-3.095015e-01
4.501883707452494e-03	-1.634480e-01	-3.094482e-01
4.503599921117492e-03	-1.286065e-01	-3.093418e-01
4.507032348447484e-03	-6.837308e-02	-3.091290e-01
4.511573618495912e-03	-3.151261e-03	-3.088478e-01
4.516193955811067e-03	4.877021e-02	-3.085621e-01
4.520635301695324e-03	8.634778e-02	-3.082878e-01
4.526849408384655e-03	1.246159e-01	-3.079047e-01
4.533920739028578e-03	1.546554e-01	-3.074693e-01
4.542993293938501e-03	1.790136e-01	-3.069118e-01
4.553079597864190e-03	1.946927e-01	-3.062932e-01
4.565855163575279e-03	2.048056e-01	-3.055117e-01
4.580777212970080e-03	2.099299e-01	-3.046016e-01
4.600563584970432e-03	2.120524e-01	-3.033988e-01
4.620563584970431e-03	2.122071e-01	-3.021877e-01
4.640563584970430e-03	2.116293e-01	-3.009813e-01
4.660563584970429e-03	2.108561e-01	-2.997798e-01
4.700563584970428e-03	2.092000e-01	-2.973911e-01
4.750100000000000e-03	2.071385e-01	-2.944584e-01
4.750109999999998e-03	2.071347e-01	-2.703972e-01
4.750129999999998e-03	2.071096e-01	-1.989555e-01
4.750160000000000e-03	2.069907e-01	-5.247736e-02
4.750200000000000e-03	2.067064e-01	1.714162e-01
4.750204000000001e-03	2.066539e-01	1.913442e-01
4.750212000000000e-03	2.065393e-01	2.236146e-01
4.750227999999999e-03	2.062728e-01	2.634878e-01
4.750254820792995e-03	2.057526e-01	2.935165e-01
4.750283892242579e-03	2.051198e-01	3.033314e-01
4.750321264165056e-03	2.042490e-01	3.052665e-01
4.750374979321577e-03	2.029635e-01	3.055317e-01
4.751126991512842e-03	1.852882e-01	3.054903e-01
4.751986434017148e-03	1.662105e-01	3.054375e-01
4.753705319025761e-03	1.313235e-01	3.053323e-01
4.757143089042983e-03	7.101797e-02	3.051220e-01
4.761682744592481e-03	5.849167e-03	3.048445e-01
4.766303612010407e-03	-4.605148e-02	3.045625e-01
4.770743953797014e-03	-8.363987e-02	3.042918e-01
4.776864786679293e-03	-1.214178e-01	3.039193e-01
4.783901036985019e-03	-1.514591e-01	3.034917e-01
4.792872462472831e-03	-1.757754e-01	3.029475e-01
4.802911904975411e-03	-1.915979e-01	3.023398e-01
4.815543329505626e-03	-2.018058e-01	3.015771e-01
4.830355279973116e-03	-2.070460e-01	3.006852e-01
4.849868011528966e-03	-2.092537e-01	2.995144e-01
4.869868011528965e-03	-2.094636e-01	2.983187e-01
4.889868011528964e-03	-2.089127e-01	2.971278e-01
4.909868011528963e-03	-2.081546e-01	2.959417e-01
4.949868011528961e-03	-2.065214e-01	2.935836e-01
4.999900000000002e-03	-2.044662e-01	2.906594e-01
5.000000000000001e-03	-2.044621e-01	2.906533e-01
Step Information: X=3  (Run: 3/5)
0.000000000000000e+00	-1.413901e-01	2.872652e-01
9.191526647439607e-09	-1.413885e-01	2.662540e-01
2.757457994231882e-08	-1.413759e-01	2.012759e-01
6.434068653554670e-08	-1.413010e-01	2.149136e-02
9.999999999940612e-08	-1.411675e-01	-1.776250e-01
1.035659313447512e-07	-1.411474e-01	-1.965752e-01
1.106977940389109e-07	-1.410964e-01	-2.265767e-01
1.249615194237608e-07	-1.409777e-01	-2.645412e-01
1.534889701934605e-07	-1.407004e-01	-2.996467e-01
1.809296274156436e-07	-1.403995e-01	-3.103706e-01
2.188749060223760e-07	-1.399513e-01	-3.124214e-01
2.674675997869913e-07	-1.393604e-01	-3.127235e-01
1.725248412760144e-06	-1.220966e-01	-3.126358e-01
3.280214613265997e-06	-1.050548e-01	-3.125385e-01
6.390147014274233e-06	-7.470976e-02	-3.123440e-01
1.261001181629418e-05	-2.392665e-02	-3.119555e-01
1.950159114688654e-05	2.069099e-02	-3.115256e-01
2.588100645711799e-05	5.181596e-02	-3.111281e-01
3.327899715647661e-05	7.820618e-02	-3.106680e-01
4.262992272078062e-05	1.016777e-01	-3.100876e-01
5.390833777341522e-05	1.202311e-01	-3.093889e-01
6.735870317684314e-05	1.334544e-01	-3.085578e-01
8.328484846452031e-05	1.418264e-01	-3.075768e-01
1.026987410924877e-04	1.465841e-01	-3.063851e-01
1.226987410924869e-04	1.484674e-01	-3.051620e-01
1.426987410924861e-04	1.488960e-01	-3.039438e-01
1.626987410924853e-04	1.487178e-01	-3.027304e-01
1.826987410924845e-04	1.482937e-01	-3.015219e-01
2.026987410924837e-04	1.477708e-01	-3.003182e-01
2.301000000000004e-04	1.469984e-01	-2.986759e-01
2.500999999999996e-04	1.464183e-01	-2.974837e-01
2.501100000000013e-04	1.464163e-01	-2.734238e-01
2.501300000000012e-04	1.464034e-01	-2.019845e-01
2.501599999999993e-04	1.463428e-01	-5.550726e-02
2.501999999999990e-04	1.461982e-01	1.683893e-01
2.502040000000004e-04	1.461716e-01	1.883182e-01
2.502119999999997e-04	1.461134e-01	2.205900e-01
2.502279999999982e-04	1.459779e-01	2.604577e-01
2.502548525555315e-04	1.457132e-01	2.905048e-01
2.502839421988333e-04	1.453914e-01	3.003127e-01
2.503213653959717e-04	1.449480e-01	3.022416e-01
2.503751426505725e-04	1.442931e-01	3.025051e-01
2.519884602886248e-04	1.252694e-01	3.024118e-01
2.537093324358787e-04	1.066417e-01	3.023076e-01
2.571510767303900e-04	7.385708e-02	3.020995e-01
2.640345653194126e-04	1.951103e-02	3.016836e-01
2.706269175869087e-04	-2.141637e-02	3.012858e-01
2.770365754536583e-04	-5.122534e-02	3.008997e-01
2.843758783220539e-04	-7.625695e-02	3.004582e-01
2.939262195209534e-04	-9.913889e-02	2.998848e-01
3.051648522289369e-04	-1.167489e-01	2.992116e-01
3.188142225778942e-04	-1.294667e-01	2.983960e-01
3.347115780325989e-04	-1.373628e-01	2.974490e-01
3.544047334519164e-04	-1.418838e-01	2.962799e-01
3.744047334519156e-04	-1.436327e-01	2.950972e-01
3.944047334519148e-04	-1.440104e-01	2.939191e-01
4.144047334519139e-04	-1.438231e-01	2.927458e-01
4.344047334519131e-04	-1.434069e-01	2.915772e-01
4.544047334519123e-04	-1.428988e-01	2.904132e-01
4.800000000000013e-04	-1.422010e-01	2.889293e-01
5.000000000000004e-04	-1.416402e-01	2.877761e-01
5.000099999999986e-04	-1.416381e-01	2.637151e-01
5.000299999999985e-04	-1.416252e-01	1.922743e-01
5.000600000000001e-04	-1.415647e-01	4.579779e-02
5.000999999999999e-04	-1.414201e-01	-1.780942e-01
5.001040000000012e-04	-1.413935e-01	-1.980226e-01
5.001120000000005e-04	-1.413353e-01	-2.302937e-01
5.001279999999990e-04	-1.411998e-01	-2.701824e-01
5.001547477759688e-04	-1.409363e-01	-3.001675e-01
5.001837775174128e-04	-1.406153e-01	-3.099953e-01
5.002210298077903e-04	-1.401741e-01	-3.119429e-01
5.002746051578563e-04	-1.395217e-01	-3.122116e-01
5.018818656598763e-04	-1.205676e-01	-3.121161e-01
5.035962768620283e-04	-1.020023e-01	-3.120091e-01
5.070250992663360e-04	-6.931309e-02	-3.117950e-01
5.138827440749512e-04	-1.500833e-02	-3.113674e-01
5.202708232470571e-04	2.486512e-02	-3.109696e-01
5.266946975613675e-04	5.492653e-02	-3.105702e-01
5.342235788986203e-04	8.075470e-02	-3.101028e-01
5.439190476495652e-04	1.040030e-01	-3.095020e-01
5.553421666127344e-04	1.217835e-01	-3.087958e-01
5.691469125903917e-04	1.344586e-01	-3.079445e-01
5.853111972568444e-04	1.422855e-01	-3.069508e-01
6.053082258099911e-04	1.466997e-01	-3.057258e-01
6.253082258099903e-04	1.483388e-01	-3.045054e-01
6.453082258099894e-04	1.486533e-01	-3.032898e-01
6.653082258099886e-04	1.484295e-01	-3.020791e-01
6.853082258099878e-04	1.479875e-01	-3.008731e-01
7.053082258099870e-04	1.474581e-01	-2.996721e-01
7.301000000000009e-04	1.467587e-01	-2.981888e-01
7.501000000000001e-04	1.461796e-01	-2.969985e-01
7.501100000000017e-04	1.461776e-01	-2.729386e-01
7.501300000000016e-04	1.461647e-01	-2.014992e-01
7.501599999999997e-04	1.461041e-01	-5.502202e-02
7.501999999999995e-04	1.459595e-01	1.688743e-01
7.502040000000008e-04	1.459329e-01	1.888032e-01
7.502120000000001e-04	1.458746e-01	2.210749e-01
7.502279999999986e-04	1.457392e-01	2.609437e-01
7.502548473279948e-04	1.454745e-01	2.909877e-01
7.502839339834019e-04	1.451528e-01	3.007966e-01
7.503213486509605e-04	1.447095e-01	3.027264e-01
7.503751158291910e-04	1.440547e-01	3.029902e-01
7.519881311761033e-04	1.250345e-01	3.028968e-01
7.537086808794766e-04	1.064099e-01	3.027925e-01
7.571497802862197e-04	7.363002e-02	3.025840e-01
7.640319790997094e-04	1.928608e-02	3.021675e-01
7.706142974954443e-04	-2.158989e-02	3.017697e-01
7.770246334532042e-04	-5.141104e-02	3.013829e-01
7.843738398441574e-04	-7.648335e-02	3.009402e-01
7.939314827511770e-04	-9.938317e-02	3.003654e-01
8.051797827640338e-04	-1.170018e-01	2.996905e-01
8.188369755846685e-04	-1.297171e-01	2.988731e-01
8.347481974696411e-04	-1.376096e-01	2.979238e-01
8.544566919893200e-04	-1.421249e-01	2.967520e-01
8.744566919893192e-04	-1.438681e-01	2.955674e-01
8.944566919893183e-04	-1.442425e-01	2.943874e-01
9.144566919893175e-04	-1.440533e-01	2.932122e-01
9.344566919893167e-04	-1.436358e-01	2.920417e-01
9.544566919893159e-04	-1.431266e-01	2.908759e-01
9.800000000000017e-04	-1.424290e-01	2.893927e-01
1.000000000000001e-03	-1.418673e-01	2.882370e-01
1.000009999999999e-03	-1.418653e-01	2.641765e-01
1.000029999999999e-03	-1.418524e-01	1.927359e-01
1.000060000000001e-03	-1.417918e-01	4.625937e-02
1.000100000000000e-03	-1.416473e-01	-1.776328e-01
1.000104000000002e-03	-1.416206e-01	-1.975612e-01
1.000112000000001e-03	-1.415624e-01	-2.298324e-01
1.000127999999999e-03	-1.414270e-01	-2.697201e-01
1.000154752763903e-03	-1.411634e-01	-2.997082e-01
1.000183785357323e-03	-1.408423e-01	-3.095350e-01
1.000221045784316e-03	-1.404010e-01	-3.114817e-01
1.000274630742291e-03	-1.397485e-01	-3.117502e-01
1.001882179481533e-03	-1.207911e-01	-3.116548e-01
1.003596898136727e-03	-1.022229e-01	-3.115479e-01
1.007026335447116e-03	-6.952910e-02	-3.113341e-01
1.013885210067893e-03	-1.522244e-02	-3.109071e-01
1.020283170842535e-03	2.470233e-02	-3.105092e-01
1.026706337137064e-03	5.475130e-02	-3.101104e-01
1.034226611973107e-03	8.054243e-02	-3.096443e-01
1.043915222327732e-03	1.037729e-01	-3.090448e-01
1.055329996228985e-03	1.215454e-01	-3.083401e-01
1.069127407332487e-03	1.342222e-01	-3.074906e-01
1.085279505733339e-03	1.420521e-01	-3.064991e-01
1.105262231941434e-03	1.464712e-01	-3.052768e-01
1.125262231941433e-03	1.481152e-01	-3.040581e-01
1.145262231941432e-03	1.484327e-01	-3.028443e-01
1.165262231941432e-03	1.482105e-01	-3.016353e-01
1.185262231941431e-03	1.477698e-01	-3.004312e-01
1.205262231941430e-03	1.472414e-01	-2.992319e-01
1.230100000000001e-03	1.465418e-01	-2.977481e-01
1.250100000000001e-03	1.459635e-01	-2.965596e-01
1.250110000000002e-03	1.459615e-01	-2.724996e-01
1.250130000000002e-03	1.459486e-01	-2.010601e-01
1.250160000000000e-03	1.458880e-01	-5.458296e-02
1.250200000000000e-03	1.457434e-01	1.693132e-01
1.250204000000001e-03	1.457168e-01	1.892421e-01
1.250212000000001e-03	1.456586e-01	2.215137e-01
1.250227999999999e-03	1.455231e-01	2.613835e-01
1.250254842597130e-03	1.452585e-01	2.914247e-01
1.250283926548464e-03	1.449368e-01	3.012345e-01
1.250321333497090e-03	1.444936e-01	3.031651e-01
1.250375091556601e-03	1.438389e-01	3.034291e-01
1.251987833341892e-03	1.248218e-01	3.033356e-01
1.253708091246201e-03	1.062001e-01	3.032312e-01
1.257148607054823e-03	7.342453e-02	3.030224e-01
1.264029638672063e-03	1.908251e-02	3.026054e-01
1.270602861567664e-03	-2.174681e-02	3.022076e-01
1.277013813973771e-03	-5.157901e-02	3.018202e-01
1.284371943055349e-03	-7.668806e-02	3.013763e-01
1.293936188556426e-03	-9.960410e-02	3.008003e-01
1.305193196037543e-03	-1.172306e-01	3.001239e-01
1.318857462170961e-03	-1.299436e-01	2.993049e-01
1.334781184536511e-03	-1.378328e-01	2.983535e-01
1.354503545853966e-03	-1.423431e-01	2.971791e-01
1.374503545853965e-03	-1.440810e-01	2.959928e-01
1.394503545853965e-03	-1.444525e-01	2.948112e-01
1.414503545853964e-03	-1.442616e-01	2.936343e-01
1.434503545853963e-03	-1.438429e-01	2.924621e-01
1.454503545853962e-03	-1.433328e-01	2.912946e-01
1.480000000000002e-03	-1.426354e-01	2.898119e-01
1.500000000000001e-03	-1.420728e-01	2.886551e-01
1.500005386930261e-03	-1.420725e-01	2.801002e-01
1.500016160790780e-03	-1.420701e-01	2.510313e-01
1.500037708511814e-03	-1.420557e-01	1.636639e-01
1.500056904557932e-03	-1.420310e-01	6.844842e-02
1.500061607907766e-03	-1.420209e-01	4.282949e-02
1.500071014607435e-03	-1.419929e-01	-1.028506e-02
1.500081186600662e-03	-1.419523e-01	-6.872296e-02
1.500100000000001e-03	-1.418596e-01	-1.781657e-01
1.500101881339935e-03	-1.418476e-01	-1.884206e-01
1.500105644019804e-03	-1.418223e-01	-2.069643e-01
1.500113169379539e-03	-1.417664e-01	-2.357532e-01
1.500128220099008e-03	-1.416365e-01	-2.704910e-01
1.500158321537950e-03	-1.413360e-01	-3.012502e-01
1.500185854595035e-03	-1.410292e-01	-3.097114e-01
1.500226790509439e-03	-1.405417e-01	-3.111453e-01
1.500279270481662e-03	-1.399019e-01	-3.113419e-01
1.501853669648317e-03	-1.213220e-01	-3.112393e-01
1.503533028759413e-03	-1.030928e-01	-3.111346e-01
1.506891746981605e-03	-7.091632e-02	-3.109255e-01
1.513609183425989e-03	-1.738432e-02	-3.105078e-01
1.520124822525289e-03	2.359071e-02	-3.101032e-01
1.526537952630198e-03	5.386195e-02	-3.097056e-01
1.534018124928285e-03	7.973306e-02	-3.092425e-01
1.543623097335665e-03	1.029990e-01	-3.086490e-01
1.554994449591722e-03	1.209310e-01	-3.079478e-01
1.568705082671498e-03	1.337324e-01	-3.071047e-01
1.584787941425119e-03	1.416848e-01	-3.061187e-01
1.604624033936401e-03	1.461853e-01	-3.049069e-01
1.624624033936400e-03	1.478880e-01	-3.036897e-01
1.644624033936400e-03	1.482334e-01	-3.024773e-01
1.664624033936399e-03	1.480230e-01	-3.012698e-01
1.684624033936398e-03	1.475875e-01	-3.000672e-01
1.704624033936397e-03	1.470616e-01	-2.988693e-01
1.730100000000002e-03	1.463455e-01	-2.973493e-01
1.750100000000001e-03	1.457680e-01	-2.961627e-01
1.750110000000003e-03	1.457660e-01	-2.721025e-01
1.750130000000003e-03	1.457531e-01	-2.006628e-01
1.750160000000001e-03	1.456925e-01	-5.418572e-02
1.750200000000000e-03	1.455479e-01	1.697102e-01
1.750204000000002e-03	1.455213e-01	1.896391e-01
1.750212000000001e-03	1.454630e-01	2.219107e-01
1.750228000000000e-03	1.453276e-01	2.617813e-01
1.750254838317224e-03	1.450631e-01	2.918200e-01
1.750283919822321e-03	1.447414e-01	3.016306e-01
1.750321319785957e-03	1.442983e-01	3.035620e-01
1.750375069596480e-03	1.436437e-01	3.038262e-01
1.751987563912105e-03	1.246295e-01	3.037326e-01
1.753707557848771e-03	1.060103e-01	3.036281e-01
1.757147545722107e-03	7.323859e-02	3.034191e-01
1.764027521468779e-03	1.889831e-02	3.030016e-01
1.770592502135414e-03	-2.188870e-02	3.026038e-01
1.777004014620252e-03	-5.173093e-02	3.022158e-01
1.784370184578433e-03	-7.687315e-02	3.017708e-01
1.793940400017745e-03	-9.980390e-02	3.011937e-01
1.805205252433616e-03	-1.174375e-01	3.005159e-01
1.818875913929693e-03	-1.301484e-01	2.996955e-01
1.834810907370855e-03	-1.380347e-01	2.987422e-01
1.854545803644202e-03	-1.425404e-01	2.975656e-01
1.874545803644202e-03	-1.442737e-01	2.963777e-01
1.894545803644201e-03	-1.446425e-01	2.951945e-01
1.914545803644200e-03	-1.444501e-01	2.940161e-01
1.934545803644199e-03	-1.440303e-01	2.928424e-01
1.954545803644198e-03	-1.435193e-01	2.916734e-01
1.980000000000003e-03	-1.428221e-01	2.901912e-01
2.000000000000002e-03	-1.422588e-01	2.890329e-01
2.000010000000000e-03	-1.422568e-01	2.649721e-01
2.000030000000000e-03	-1.422439e-01	1.935315e-01
2.000059999999998e-03	-1.421833e-01	4.705488e-02
2.000099999999998e-03	-1.420388e-01	-1.768377e-01
2.000103999999999e-03	-1.420121e-01	-1.967662e-01
2.000111999999998e-03	-1.419539e-01	-2.290374e-01
2.000127999999997e-03	-1.418185e-01	-2.689233e-01
2.000154761363004e-03	-1.415548e-01	-2.989165e-01
2.000183798873630e-03	-1.412337e-01	-3.087417e-01
2.000221073319160e-03	-1.407921e-01	-3.106869e-01
2.000274674843053e-03	-1.401395e-01	-3.109549e-01
2.001882720559831e-03	-1.211763e-01	-3.108597e-01
2.003597969324391e-03	-1.026030e-01	-3.107530e-01
2.007028466853512e-03	-6.990137e-02	-3.105397e-01
2.013889461911757e-03	-1.559142e-02	-3.101136e-01
2.020304411464051e-03	2.442150e-02	-3.097157e-01
2.026726365428905e-03	5.444914e-02	-3.093180e-01
2.034231713219415e-03	8.017623e-02	-3.088540e-01
2.043908495760968e-03	1.033761e-01	-3.082568e-01
2.055308788260532e-03	1.211348e-01	-3.075548e-01
2.069093547326938e-03	1.338144e-01	-3.067082e-01
2.085224525452831e-03	1.416499e-01	-3.057205e-01
2.105182570140328e-03	1.460772e-01	-3.045028e-01
2.125182570140327e-03	1.477299e-01	-3.032872e-01
2.145182570140326e-03	1.480524e-01	-3.020765e-01
2.165182570140325e-03	1.478331e-01	-3.008706e-01
2.185182570140325e-03	1.473945e-01	-2.996695e-01
2.205182570140324e-03	1.468678e-01	-2.984732e-01
2.230099999999999e-03	1.461679e-01	-2.969885e-01
2.250099999999998e-03	1.455911e-01	-2.958025e-01
2.250109999999996e-03	1.455891e-01	-2.717427e-01
2.250129999999996e-03	1.455762e-01	-2.003033e-01
2.250159999999998e-03	1.455156e-01	-5.382624e-02
2.250199999999997e-03	1.453711e-01	1.700695e-01
2.250203999999999e-03	1.453444e-01	1.899984e-01
2.250211999999998e-03	1.452862e-01	2.222700e-01
2.250227999999996e-03	1.451507e-01	2.621414e-01
2.250254834440100e-03	1.448862e-01	2.921777e-01
2.250283913728682e-03	1.445646e-01	3.019891e-01
2.250321307372332e-03	1.441215e-01	3.039212e-01
2.250375049709371e-03	1.434671e-01	3.041856e-01
2.251987319820573e-03	1.244554e-01	3.040919e-01
2.253707074605857e-03	1.058385e-01	3.039873e-01
2.257146584176421e-03	7.307037e-02	3.037781e-01
2.264025603317548e-03	1.873165e-02	3.033601e-01
2.270583116384652e-03	-2.201702e-02	3.029623e-01
2.276995137503658e-03	-5.186836e-02	3.025738e-01
2.284368556706908e-03	-7.704055e-02	3.021279e-01
2.293944170219411e-03	-9.998463e-02	3.015498e-01
2.305216093535258e-03	-1.176246e-01	3.008708e-01
2.318892537622227e-03	-1.303337e-01	3.000490e-01
2.334837697251693e-03	-1.382173e-01	2.990939e-01
2.354583925359054e-03	-1.427189e-01	2.979153e-01
2.374583925359053e-03	-1.444480e-01	2.967260e-01
2.394583925359052e-03	-1.448144e-01	2.955415e-01
2.414583925359051e-03	-1.446206e-01	2.943617e-01
2.434583925359050e-03	-1.441999e-01	2.931865e-01
2.454583925359050e-03	-1.436881e-01	2.920161e-01
2.480000000000000e-03	-1.429910e-01	2.905345e-01
2.499999999999999e-03	-1.424271e-01	2.893748e-01
2.500010000000000e-03	-1.424251e-01	2.653140e-01
2.500030000000000e-03	-1.424122e-01	1.938735e-01
2.500059999999998e-03	-1.423516e-01	4.739683e-02
2.500099999999998e-03	-1.422071e-01	-1.764959e-01
2.500104000000000e-03	-1.421804e-01	-1.964244e-01
2.500111999999999e-03	-1.421222e-01	-2.286956e-01
2.500127999999997e-03	-1.419867e-01	-2.685808e-01
2.500154765057903e-03	-1.417230e-01	-2.985762e-01
2.500183804681241e-03	-1.414019e-01	-3.084007e-01
2.500221085151806e-03	-1.409603e-01	-3.103452e-01
2.500274693793918e-03	-1.403075e-01	-3.106130e-01
2.501882953057276e-03	-1.213419e-01	-3.105180e-01
2.503598429604858e-03	-1.027664e-01	-3.104114e-01
2.507029382700022e-03	-7.006139e-02	-3.101983e-01
2.513891288890346e-03	-1.575002e-02	-3.097726e-01
2.520313525190141e-03	2.430067e-02	-3.093747e-01
2.526734961064012e-03	5.431919e-02	-3.089775e-01
2.534233855848372e-03	8.001869e-02	-3.085143e-01
2.543905550920263e-03	1.032054e-01	-3.079181e-01
2.555299580062120e-03	1.209582e-01	-3.072172e-01
2.569078896222633e-03	1.336391e-01	-3.063719e-01
2.585200750012388e-03	1.414769e-01	-3.053859e-01
2.605148172535265e-03	1.459079e-01	-3.041702e-01
2.625148172535265e-03	1.475643e-01	-3.029559e-01
2.645148172535264e-03	1.478889e-01	-3.017465e-01
2.665148172535263e-03	1.476709e-01	-3.005419e-01
2.685148172535262e-03	1.472332e-01	-2.993422e-01
2.705148172535261e-03	1.467072e-01	-2.981472e-01
2.730099999999999e-03	1.460072e-01	-2.966620e-01
2.750099999999998e-03	1.454311e-01	-2.954778e-01
2.750106315491808e-03	1.454305e-01	-2.842265e-01
2.750118946475429e-03	1.454266e-01	-2.470323e-01
2.750144208442672e-03	1.454095e-01	-1.422490e-01
2.750149476065510e-03	1.454027e-01	-1.160588e-01
2.750160011311186e-03	1.453792e-01	-5.814515e-02
2.750178929508646e-03	1.453141e-01	4.917870e-02
2.750199999999998e-03	1.452170e-01	1.712375e-01
2.750202107049134e-03	1.452034e-01	1.826199e-01
2.750206321147405e-03	1.451748e-01	2.029464e-01
2.750214749343945e-03	1.451111e-01	2.335829e-01
2.750231605737025e-03	1.449633e-01	2.696860e-01
2.750258834716062e-03	1.446883e-01	2.949275e-01
2.750288737372895e-03	1.443527e-01	3.028420e-01
2.750328357909483e-03	1.438801e-01	3.043334e-01
2.750387564186513e-03	1.431576e-01	3.045153e-01
2.752163752497420e-03	1.223126e-01	3.044063e-01
2.754058353362385e-03	1.020736e-01	3.042908e-01
2.757847555092313e-03	6.647733e-02	3.040602e-01
2.764070962617594e-03	1.803154e-02	3.036817e-01
2.770811142675467e-03	-2.332068e-02	3.032723e-01
2.777071710537229e-03	-5.228351e-02	3.028927e-01
2.784747661169113e-03	-7.824579e-02	3.024280e-01
2.794156563697022e-03	-1.005528e-01	3.018594e-01
2.805721812714011e-03	-1.183740e-01	3.011620e-01
2.819225518276864e-03	-1.307209e-01	3.003498e-01
2.835524750846082e-03	-1.385937e-01	2.993726e-01
